investor_id,transaction_type,sip_amount,age_group,gender
INV002024,SIP,500,26-35,Male
INV004680,SIP,507,36-45,Male
INV000428,SIP,437,36-45,Male
INV002347,SIP,420,26-35,Female
INV000004,SIP,9761,26-35,Male
INV002668,Lumpsum,332034,26-35,Male
INV000285,Lumpsum,312793,18-25,Female
INV003325,SIP,476,26-35,Male
INV004654,SIP,5737,46-55,Female
INV002969,SIP,6077,26-35,Male
INV000337,SIP,2319,56+,Female
INV003798,SIP,17923,36-45,Male
INV002174,Redemption,529613,36-45,Male
INV001929,SIP,44109,56+,Male
INV001275,SIP,9850,36-45,Female
INV003769,Redemption,353709,46-55,Female
INV004714,Lumpsum,446818,36-45,Male
INV004544,SIP,44284,36-45,Male
INV001990,SIP,2378,26-35,Male
INV000503,SIP,27005,26-35,Female
INV002645,Lumpsum,132351,46-55,Female
INV000421,SIP,29659,36-45,Male
INV003226,SIP,55271,26-35,Male
INV000521,SIP,2543,26-35,Male
INV004495,SIP,5171,36-45,Female
INV002952,Lumpsum,494304,18-25,Male
INV003669,SIP,1856,18-25,Female
INV004464,SIP,8410,26-35,Female
INV000069,SIP,5050,56+,Female
INV003707,SIP,56780,36-45,Female
INV001334,Redemption,160581,36-45,Male
INV001400,Lumpsum,281868,36-45,Male
INV004993,SIP,2512,36-45,Female
INV004992,Lumpsum,376369,26-35,Male
INV004350,Redemption,113702,36-45,Male
INV002867,Redemption,213194,18-25,Male
INV002906,SIP,402,26-35,Male
INV001247,SIP,28853,36-45,Male
INV001666,SIP,51182,36-45,Male
INV003973,SIP,2929,26-35,Male
INV003577,SIP,5445,26-35,Female
INV003885,SIP,28073,36-45,Male
INV001180,SIP,40097,26-35,Male
INV002464,SIP,562,26-35,Female
INV002758,SIP,21956,26-35,Male
INV002392,SIP,1167,56+,Female
INV001012,SIP,2789,26-35,Female
INV001829,SIP,3217,26-35,Male
INV001657,Lumpsum,31500,56+,Male
INV004298,Redemption,144306,36-45,Female
INV002810,SIP,28296,36-45,Male
INV001737,SIP,42080,26-35,Female
INV004243,Redemption,524410,36-45,Female
INV000752,SIP,2439,46-55,Male
INV004477,Lumpsum,332291,46-55,Female
INV003693,Redemption,107034,36-45,Male
INV002617,Lumpsum,193528,26-35,Male
INV004709,SIP,8959,36-45,Male
INV002110,Redemption,351820,26-35,Female
INV002329,SIP,4071,56+,Male
INV002785,SIP,15061,36-45,Male
INV001923,SIP,5528,18-25,Female
INV000463,SIP,48666,26-35,Male
INV003297,Redemption,424718,36-45,Female
INV001969,Lumpsum,91763,26-35,Male
INV001315,SIP,924,46-55,Female
INV000665,SIP,8673,26-35,Female
INV003279,SIP,3111,46-55,Female
INV004661,Redemption,269234,26-35,Male
INV003456,SIP,6401,26-35,Male
INV002895,SIP,28401,26-35,Male
INV002733,SIP,1032,26-35,Male
INV002779,SIP,55825,26-35,Male
INV004246,SIP,3255,36-45,Female
INV000100,SIP,21299,56+,Male
INV000877,SIP,501,36-45,Female
INV003568,Redemption,173043,18-25,Female
INV004336,SIP,471,46-55,Female
INV001729,Lumpsum,87235,18-25,Male
INV004594,SIP,984,26-35,Female
INV002947,Lumpsum,86418,46-55,Male
INV004270,SIP,1935,18-25,Male
INV003676,SIP,547,26-35,Male
INV003113,SIP,14849,26-35,Male
INV000090,SIP,2106,26-35,Female
INV004910,SIP,11361,26-35,Female
INV003960,SIP,504,26-35,Female
INV000492,SIP,4046,36-45,Male
INV002486,SIP,968,56+,Male
INV002214,SIP,514,36-45,Female
INV004442,Redemption,97423,18-25,Male
INV002973,Lumpsum,147071,26-35,Male
INV000321,Lumpsum,414351,26-35,Male
INV001130,SIP,14253,18-25,Female
INV003276,Lumpsum,488260,46-55,Male
INV000532,Redemption,399810,26-35,Male
INV003892,SIP,24596,46-55,Male
INV004057,Lumpsum,54708,26-35,Male
INV003427,SIP,871,18-25,Male
INV004622,Lumpsum,51127,36-45,Male
INV003459,SIP,15114,26-35,Female
INV003389,SIP,56686,26-35,Male
INV000493,SIP,1920,18-25,Male
INV004806,SIP,4881,18-25,Male
INV001475,Lumpsum,123782,36-45,Male
INV001209,Lumpsum,476667,46-55,Female
INV000194,SIP,2108,36-45,Male
INV001961,SIP,42906,26-35,Male
INV004542,SIP,14692,36-45,Male
INV002652,SIP,12757,36-45,Male
INV001466,Lumpsum,274331,46-55,Female
INV003513,SIP,445,36-45,Male
INV002933,Lumpsum,376944,36-45,Female
INV002283,SIP,27759,26-35,Female
INV001091,SIP,1064,18-25,Male
INV000833,SIP,9649,18-25,Male
INV003709,SIP,12986,46-55,Female
INV001466,Lumpsum,91123,46-55,Female
INV004973,SIP,3476,26-35,Male
INV003903,SIP,412,18-25,Female
INV002265,SIP,535,18-25,Female
INV002589,SIP,8624,26-35,Male
INV002377,SIP,884,18-25,Male
INV004918,SIP,2492,56+,Female
INV002877,SIP,2127,36-45,Male
INV001724,SIP,4358,26-35,Female
INV000098,Lumpsum,194737,36-45,Male
INV004114,SIP,10311,26-35,Male
INV001042,Redemption,152874,26-35,Male
INV004283,SIP,44790,26-35,Male
INV004852,Lumpsum,262912,36-45,Male
INV001582,SIP,920,46-55,Male
INV002069,Lumpsum,451884,46-55,Male
INV001408,SIP,2930,26-35,Female
INV000601,Lumpsum,217669,46-55,Male
INV002904,Redemption,540629,36-45,Male
INV002404,SIP,25641,18-25,Female
INV000732,Redemption,186811,46-55,Female
INV004108,SIP,2131,36-45,Female
INV003572,Lumpsum,38531,46-55,Male
INV004052,SIP,2201,26-35,Female
INV000270,Redemption,173433,18-25,Male
INV003874,Lumpsum,94015,26-35,Female
INV003433,SIP,9102,26-35,Female
INV002164,Lumpsum,173452,56+,Male
INV004322,Redemption,201684,26-35,Female
INV001064,SIP,564,46-55,Male
INV003081,SIP,5287,56+,Female
INV002457,SIP,9149,36-45,Male
INV002503,Lumpsum,298902,26-35,Male
INV000844,Lumpsum,139631,26-35,Male
INV001118,SIP,25489,18-25,Male
INV004831,Redemption,90279,18-25,Female
INV002479,SIP,26368,18-25,Male
INV000217,SIP,1006,56+,Male
INV002698,SIP,1092,26-35,Male
INV000827,SIP,980,36-45,Male
INV002446,SIP,54510,26-35,Male
INV001944,SIP,821,18-25,Male
INV002510,SIP,3179,36-45,Male
INV003110,Lumpsum,489053,26-35,Male
INV003301,Lumpsum,138772,26-35,Male
INV000222,SIP,6824,36-45,Male
INV002941,SIP,21664,36-45,Female
INV001488,SIP,996,18-25,Female
INV001874,SIP,11768,36-45,Male
INV003236,SIP,8036,18-25,Male
INV001526,SIP,415,26-35,Female
INV002504,SIP,8746,26-35,Male
INV004353,SIP,20136,56+,Male
INV004797,SIP,1876,56+,Male
INV002650,SIP,10714,26-35,Male
INV002820,Lumpsum,401530,18-25,Male
INV004357,SIP,11776,46-55,Female
INV001013,SIP,57110,36-45,Male
INV001861,SIP,5154,26-35,Female
INV004174,SIP,15591,18-25,Male
INV000710,SIP,15745,26-35,Male
INV004164,SIP,8366,18-25,Female
INV004604,SIP,582,46-55,Male
INV002753,Redemption,413683,26-35,Female
INV000631,SIP,14943,36-45,Female
INV004823,Redemption,256636,36-45,Female
INV002220,Redemption,10486,46-55,Male
INV004287,SIP,8516,26-35,Female
INV004927,Lumpsum,405224,26-35,Male
INV003080,SIP,523,26-35,Male
INV001242,Lumpsum,414856,36-45,Male
INV000856,SIP,9167,26-35,Male
INV004028,Lumpsum,291552,18-25,Male
INV003577,SIP,12619,26-35,Female
INV002375,SIP,2529,46-55,Male
INV004460,SIP,2038,26-35,Male
INV003722,SIP,2438,36-45,Female
INV004759,SIP,7361,36-45,Female
INV002279,Redemption,289421,36-45,Male
INV000305,SIP,58319,36-45,Male
INV001369,SIP,3546,46-55,Male
INV002821,Lumpsum,439036,36-45,Male
INV001026,SIP,2241,26-35,Male
INV002134,SIP,2032,26-35,Male
INV001666,SIP,1726,36-45,Male
INV002230,Lumpsum,317432,36-45,Male
INV001041,SIP,833,18-25,Male
INV004440,Redemption,45386,36-45,Male
INV004406,SIP,7598,36-45,Male
INV004099,Redemption,218221,26-35,Male
INV000292,Lumpsum,527770,18-25,Male
INV004846,Lumpsum,170752,26-35,Male
INV004734,Lumpsum,401003,36-45,Male
INV002067,SIP,4237,36-45,Female
INV003714,Lumpsum,48027,46-55,Female
INV000992,SIP,2950,46-55,Female
INV001036,Lumpsum,238073,46-55,Female
INV002111,Lumpsum,387101,36-45,Female
INV001813,Lumpsum,336562,36-45,Male
INV000270,Lumpsum,334830,18-25,Male
INV002295,SIP,1065,26-35,Female
INV001663,SIP,1008,36-45,Female
INV004910,Redemption,222750,26-35,Female
INV001170,SIP,29902,36-45,Male
INV000084,SIP,8759,26-35,Male
INV001738,SIP,459,36-45,Female
INV003963,SIP,1076,26-35,Male
INV001097,Lumpsum,302855,26-35,Female
INV001905,SIP,25252,26-35,Male
INV001102,SIP,2565,46-55,Male
INV004333,Lumpsum,265079,36-45,Female
INV004362,SIP,1779,26-35,Female
INV003205,SIP,5171,26-35,Female
INV000452,SIP,51702,26-35,Male
INV003207,SIP,5355,46-55,Male
INV001434,SIP,920,46-55,Male
INV000048,Lumpsum,90014,36-45,Female
INV002275,Lumpsum,407583,18-25,Male
INV004579,SIP,4012,26-35,Male
INV000039,SIP,1030,26-35,Male
INV000776,Lumpsum,234208,26-35,Male
INV003607,SIP,948,18-25,Male
INV002198,SIP,13472,36-45,Female
INV003779,SIP,574,26-35,Male
INV000823,SIP,1181,46-55,Male
INV000020,Redemption,194339,36-45,Female
INV002602,SIP,1891,56+,Female
INV004502,SIP,6139,36-45,Male
INV004497,SIP,15460,26-35,Female
INV003928,SIP,23970,36-45,Male
INV001235,SIP,25662,26-35,Male
INV002994,SIP,27948,18-25,Male
INV004488,SIP,7275,56+,Male
INV001900,SIP,421,36-45,Female
INV003323,Redemption,423921,46-55,Male
INV000620,SIP,7741,26-35,Male
INV000349,SIP,8182,18-25,Female
INV001544,Redemption,395915,18-25,Female
INV002165,Lumpsum,242421,46-55,Male
INV001707,Lumpsum,34876,26-35,Male
INV000371,Lumpsum,114964,26-35,Male
INV000337,SIP,20611,56+,Female
INV004112,SIP,11622,46-55,Male
INV002862,SIP,572,56+,Male
INV000331,SIP,50439,36-45,Male
INV002636,SIP,530,56+,Female
INV000148,SIP,24886,18-25,Female
INV004007,SIP,562,18-25,Female
INV003892,Lumpsum,358731,46-55,Male
INV000323,Lumpsum,348334,26-35,Female
INV003511,SIP,1192,46-55,Male
INV000753,Redemption,343968,46-55,Male
INV001897,Lumpsum,37668,26-35,Male
INV000567,Lumpsum,377559,26-35,Male
INV004118,Lumpsum,423764,36-45,Male
INV001942,Lumpsum,386349,26-35,Female
INV001230,SIP,28168,46-55,Male
INV001002,SIP,10436,36-45,Male
INV003735,SIP,2771,36-45,Female
INV002941,SIP,2384,36-45,Female
INV003101,Redemption,256883,26-35,Female
INV004484,Lumpsum,346546,46-55,Male
INV003100,SIP,409,26-35,Male
INV004228,Redemption,174182,26-35,Female
INV000935,SIP,2481,36-45,Male
INV001885,SIP,402,26-35,Male
INV002693,SIP,11959,26-35,Male
INV000381,Lumpsum,163752,36-45,Female
INV002460,SIP,53176,36-45,Male
INV002543,SIP,2340,18-25,Female
INV002025,SIP,8364,26-35,Female
INV004621,SIP,8317,36-45,Female
INV004440,SIP,2304,36-45,Male
INV001695,SIP,9255,36-45,Male
INV002077,SIP,2009,18-25,Female
INV004208,SIP,2334,36-45,Male
INV000354,Lumpsum,191334,26-35,Male
INV001291,SIP,2755,46-55,Male
INV000926,SIP,956,36-45,Male
INV004126,Lumpsum,294498,26-35,Female
INV002782,SIP,12043,18-25,Male
INV004125,SIP,40082,26-35,Male
INV000292,SIP,8154,18-25,Male
INV002876,Redemption,266257,36-45,Female
INV000462,SIP,3432,56+,Female
INV001881,SIP,1180,26-35,Male
INV004440,Redemption,169760,36-45,Male
INV004481,SIP,5694,46-55,Male
INV004983,SIP,54708,26-35,Male
INV000180,SIP,2745,46-55,Female
INV000129,SIP,539,26-35,Female
INV000172,SIP,2253,36-45,Male
INV002486,SIP,25596,56+,Male
INV003564,SIP,41829,18-25,Male
INV003491,Lumpsum,371416,46-55,Male
INV001024,Redemption,311996,18-25,Female
INV002202,Lumpsum,271547,18-25,Female
INV000634,SIP,1050,26-35,Female
INV001628,SIP,51248,36-45,Female
INV004875,SIP,1772,26-35,Male
INV001840,SIP,26708,18-25,Male
INV001162,Redemption,395217,46-55,Female
INV003542,SIP,5143,26-35,Male
INV002641,SIP,2072,56+,Male
INV000058,SIP,9437,26-35,Male
INV003911,Lumpsum,70659,36-45,Male
INV003097,Lumpsum,202820,26-35,Male
INV003536,SIP,27445,36-45,Male
INV003925,Lumpsum,263187,26-35,Female
INV001160,SIP,11333,36-45,Female
INV000625,SIP,2287,46-55,Female
INV000147,Redemption,38930,26-35,Male
INV001398,Lumpsum,71445,26-35,Female
INV001837,Lumpsum,389816,18-25,Male
INV001100,SIP,17779,36-45,Male
INV000158,SIP,835,36-45,Male
INV003634,Redemption,47066,46-55,Female
INV004137,Lumpsum,171392,18-25,Female
INV002585,SIP,5380,18-25,Male
INV002577,SIP,46803,36-45,Female
INV003914,SIP,59970,26-35,Male
INV001921,Lumpsum,25916,26-35,Female
INV001893,SIP,1077,26-35,Female
INV001857,SIP,10549,26-35,Male
INV001210,SIP,2850,36-45,Male
INV003215,SIP,2252,26-35,Female
INV000696,SIP,8705,26-35,Male
INV002423,SIP,23308,46-55,Male
INV000319,Lumpsum,499767,56+,Male
INV003052,SIP,17479,18-25,Female
INV002928,Redemption,75773,26-35,Male
INV003450,SIP,6564,18-25,Female
INV001320,SIP,2297,36-45,Male
INV000134,SIP,591,36-45,Female
INV000329,SIP,1127,18-25,Male
INV004198,SIP,586,26-35,Male
INV001223,Lumpsum,472584,56+,Male
INV002947,SIP,2652,46-55,Male
INV002290,SIP,28976,36-45,Male
INV004599,Redemption,189767,36-45,Male
INV004178,SIP,5305,26-35,Male
INV004945,Lumpsum,434590,36-45,Female
INV003194,SIP,1171,26-35,Female
INV000867,SIP,507,26-35,Male
INV004939,SIP,44794,18-25,Male
INV004174,Lumpsum,345525,18-25,Male
INV000876,Redemption,437610,26-35,Male
INV004233,SIP,966,26-35,Female
INV003025,SIP,12053,26-35,Female
INV004361,SIP,2917,26-35,Female
INV001526,SIP,4427,26-35,Female
INV004629,SIP,26103,18-25,Female
INV004579,SIP,2939,26-35,Male
INV002942,SIP,573,36-45,Male
INV003857,Lumpsum,489635,18-25,Male
INV002280,Lumpsum,314684,18-25,Male
INV001118,Redemption,546521,18-25,Male
INV004920,SIP,3540,56+,Male
INV002292,Lumpsum,144642,36-45,Male
INV003415,SIP,15506,46-55,Male
INV002247,SIP,16368,18-25,Female
INV002903,SIP,2506,36-45,Male
INV001970,Lumpsum,52428,36-45,Male
INV001069,SIP,4664,26-35,Male
INV002732,SIP,9584,18-25,Male
INV001178,SIP,1060,26-35,Female
INV001143,SIP,831,26-35,Male
INV001243,SIP,25235,36-45,Male
INV004303,Lumpsum,279744,26-35,Male
INV001881,SIP,804,26-35,Male
INV001954,SIP,1991,26-35,Male
INV004091,Lumpsum,75297,26-35,Male
INV004084,SIP,11943,26-35,Male
INV001689,Redemption,330799,36-45,Male
INV004099,SIP,563,26-35,Male
INV000167,Lumpsum,280293,56+,Male
INV001291,SIP,54235,46-55,Male
INV000751,SIP,6405,36-45,Male
INV000245,Lumpsum,297751,26-35,Male
INV003306,Lumpsum,549573,36-45,Male
INV001237,SIP,487,26-35,Male
INV001782,SIP,58237,36-45,Female
INV000242,SIP,1182,36-45,Male
INV000953,SIP,506,56+,Male
INV001810,SIP,5742,26-35,Female
INV004865,SIP,7733,56+,Male
INV001487,SIP,46804,36-45,Male
INV002565,Lumpsum,164413,26-35,Male
INV003577,SIP,1608,26-35,Female
INV002565,SIP,1014,26-35,Male
INV004958,SIP,5555,36-45,Male
INV001421,Redemption,266386,26-35,Male
INV003885,SIP,9441,36-45,Male
INV003415,Lumpsum,19246,46-55,Male
INV004258,SIP,1915,36-45,Male
INV000514,Lumpsum,80239,36-45,Male
INV004636,Redemption,212967,18-25,Female
INV004329,Lumpsum,375673,18-25,Female
INV004638,Lumpsum,215572,26-35,Male
INV001984,SIP,24984,26-35,Female
INV001841,Lumpsum,200985,36-45,Male
INV004145,Lumpsum,416946,18-25,Male
INV000833,SIP,1006,18-25,Male
INV000086,SIP,2531,18-25,Female
INV000675,SIP,3400,36-45,Male
INV000085,Lumpsum,324267,26-35,Female
INV000057,SIP,516,36-45,Male
INV003382,SIP,2929,26-35,Male
INV003714,SIP,48154,46-55,Female
INV004940,Lumpsum,429730,36-45,Male
INV004778,SIP,11679,26-35,Female
INV004803,Redemption,459032,18-25,Female
INV000437,SIP,8967,26-35,Female
INV002234,Redemption,220727,26-35,Male
INV003957,SIP,9366,36-45,Male
INV001345,Lumpsum,460181,26-35,Male
INV002109,Redemption,152558,26-35,Male
INV003112,SIP,16001,26-35,Female
INV004596,Lumpsum,63191,26-35,Male
INV001107,SIP,2833,26-35,Male
INV004982,Lumpsum,162190,18-25,Female
INV002180,SIP,9042,18-25,Male
INV000256,SIP,13666,36-45,Male
INV002863,Lumpsum,180139,36-45,Female
INV003663,SIP,48816,26-35,Female
INV000706,Redemption,343776,26-35,Female
INV004565,SIP,538,26-35,Male
INV002630,SIP,1136,36-45,Male
INV001482,SIP,24862,46-55,Female
INV004437,Lumpsum,473013,26-35,Male
INV003945,SIP,4585,46-55,Female
INV001362,SIP,2756,18-25,Male
INV000297,SIP,2953,26-35,Male
INV003140,SIP,16318,26-35,Male
INV000165,Lumpsum,175276,36-45,Female
INV004338,SIP,2038,46-55,Female
INV001108,SIP,16139,26-35,Male
INV003639,SIP,1735,36-45,Female
INV000300,SIP,4751,18-25,Male
INV001929,SIP,5543,56+,Male
INV001558,Lumpsum,74158,56+,Female
INV003703,SIP,510,36-45,Female
INV002850,Redemption,98824,46-55,Male
INV004114,Lumpsum,509041,26-35,Male
INV002141,SIP,1900,46-55,Male
INV002915,SIP,1187,18-25,Male
INV003872,SIP,2235,26-35,Male
INV002794,SIP,14277,56+,Male
INV004440,SIP,2656,36-45,Male
INV001619,Redemption,483289,36-45,Male
INV003893,Lumpsum,336388,46-55,Male
INV001591,Lumpsum,105444,56+,Male
INV004845,SIP,2130,18-25,Male
INV000101,SIP,48759,26-35,Male
INV003211,SIP,1143,36-45,Male
INV004843,SIP,2308,56+,Male
INV002341,Redemption,550108,36-45,Female
INV004341,SIP,1011,18-25,Male
INV001067,Lumpsum,438970,26-35,Male
INV001619,Lumpsum,102079,36-45,Male
INV002060,Lumpsum,209403,36-45,Male
INV000838,SIP,29039,26-35,Male
INV000373,SIP,15438,26-35,Male
INV003773,Lumpsum,306495,46-55,Female
INV003695,SIP,2725,36-45,Male
INV000031,SIP,442,36-45,Male
INV003761,SIP,2743,46-55,Male
INV002312,SIP,54413,18-25,Female
INV003009,SIP,24027,26-35,Male
INV002696,Lumpsum,140266,18-25,Male
INV003409,SIP,11283,46-55,Male
INV000830,Redemption,288162,36-45,Female
INV003003,SIP,1614,18-25,Female
INV002838,SIP,21668,56+,Female
INV002865,SIP,2358,18-25,Male
INV003907,Lumpsum,85407,46-55,Male
INV004204,SIP,1916,36-45,Male
INV004574,Redemption,63194,36-45,Male
INV003580,SIP,14059,26-35,Male
INV000679,SIP,424,46-55,Female
INV000031,Lumpsum,54239,36-45,Male
INV004250,Lumpsum,495134,26-35,Female
INV000020,SIP,550,36-45,Female
INV002357,Lumpsum,159666,26-35,Male
INV000065,SIP,6646,46-55,Female
INV001746,Lumpsum,173192,26-35,Male
INV002822,SIP,12624,46-55,Male
INV000313,Redemption,57578,18-25,Female
INV000146,SIP,56908,26-35,Male
INV003341,Lumpsum,418095,26-35,Male
INV004860,Redemption,359411,46-55,Male
INV002050,SIP,52503,18-25,Female
INV003294,Redemption,411034,26-35,Female
INV004017,Lumpsum,76258,36-45,Male
INV004844,Lumpsum,332267,26-35,Male
INV004733,SIP,45171,18-25,Male
INV003732,Redemption,427329,36-45,Male
INV001208,SIP,4005,56+,Male
INV004733,SIP,2633,18-25,Male
INV004400,Redemption,307869,26-35,Male
INV000180,Lumpsum,111128,46-55,Female
INV001376,SIP,9774,26-35,Male
INV002793,SIP,9422,36-45,Male
INV002122,Redemption,466372,46-55,Male
INV003494,Redemption,402709,26-35,Female
INV003372,Lumpsum,388085,36-45,Female
INV000002,Lumpsum,153187,46-55,Male
INV002934,Redemption,281295,36-45,Male
INV001023,Lumpsum,383057,36-45,Male
INV003714,Lumpsum,387881,46-55,Female
INV000216,SIP,2307,26-35,Male
INV001583,Lumpsum,47142,18-25,Male
INV000938,SIP,40471,36-45,Male
INV000599,Lumpsum,9830,36-45,Male
INV001648,Lumpsum,572420,46-55,Female
INV001512,Redemption,10133,46-55,Male
INV002611,Redemption,348832,26-35,Male
INV000877,SIP,2192,36-45,Female
INV001093,Lumpsum,320571,46-55,Female
INV004925,SIP,25063,18-25,Female
INV004158,SIP,2876,18-25,Female
INV002003,SIP,1898,26-35,Female
INV004924,SIP,53039,36-45,Male
INV002176,SIP,9388,56+,Male
INV003429,Lumpsum,89944,26-35,Male
INV001087,Lumpsum,325704,26-35,Female
INV000803,SIP,46576,26-35,Female
INV003159,SIP,46244,36-45,Male
INV002169,Redemption,195078,46-55,Male
INV004921,SIP,489,18-25,Male
INV002469,Lumpsum,448297,26-35,Female
INV000691,SIP,2181,18-25,Female
INV004649,Redemption,245133,36-45,Male
INV004904,SIP,53393,26-35,Female
INV000547,SIP,25387,26-35,Male
INV001210,Lumpsum,201331,36-45,Male
INV003697,SIP,25083,18-25,Male
INV002347,SIP,2242,26-35,Female
INV000129,Lumpsum,265426,26-35,Female
INV000653,SIP,3392,26-35,Female
INV003400,Redemption,10128,36-45,Female
INV002211,SIP,551,26-35,Male
INV004992,SIP,2887,26-35,Male
INV004488,SIP,14422,56+,Male
INV002343,SIP,13648,26-35,Male
INV003540,Lumpsum,17735,26-35,Male
INV000525,SIP,958,56+,Female
INV001005,SIP,40812,46-55,Male
INV001524,Lumpsum,526884,26-35,Male
INV003513,SIP,4478,36-45,Male
INV003739,Lumpsum,462237,46-55,Female
INV001185,SIP,47634,26-35,Female
INV002295,SIP,8125,26-35,Female
INV000145,SIP,2235,26-35,Male
INV004009,SIP,2693,18-25,Male
INV000364,SIP,47650,26-35,Male
INV002304,SIP,1055,46-55,Male
INV001045,SIP,7573,36-45,Female
INV000155,SIP,549,26-35,Female
INV000298,SIP,900,18-25,Male
INV000292,SIP,43739,18-25,Male
INV001662,Redemption,336202,36-45,Male
INV002570,Redemption,162260,36-45,Male
INV003143,SIP,4403,18-25,Female
INV002674,Redemption,92825,26-35,Female
INV004637,Lumpsum,401651,18-25,Male
INV001466,SIP,12542,46-55,Female
INV003942,SIP,1149,26-35,Female
INV002944,Lumpsum,59534,36-45,Female
INV001950,SIP,2301,26-35,Female
INV001126,SIP,2230,26-35,Female
INV003535,SIP,29393,26-35,Male
INV003845,Lumpsum,243286,26-35,Female
INV003411,Lumpsum,396313,26-35,Male
INV002692,Redemption,180423,26-35,Male
INV004199,SIP,595,56+,Male
INV003579,SIP,1614,18-25,Male
INV002189,Redemption,262910,36-45,Male
INV003208,Redemption,419544,46-55,Male
INV001434,SIP,864,46-55,Male
INV004169,SIP,51481,26-35,Female
INV003192,SIP,4367,26-35,Male
INV003941,Lumpsum,357265,26-35,Male
INV001218,SIP,454,36-45,Male
INV003918,Lumpsum,232730,56+,Male
INV003278,Redemption,45195,26-35,Male
INV003372,SIP,4274,36-45,Female
INV002833,Lumpsum,443866,46-55,Female
INV001823,SIP,3078,26-35,Male
INV001547,SIP,28942,36-45,Male
INV003351,SIP,54196,26-35,Male
INV001269,SIP,5179,26-35,Male
INV004424,SIP,1198,46-55,Female
INV003363,Redemption,447764,36-45,Male
INV000645,SIP,4539,18-25,Male
INV003810,SIP,24338,26-35,Male
INV004387,Redemption,466837,18-25,Male
INV004391,SIP,16792,26-35,Female
INV002271,SIP,11217,46-55,Female
INV002230,Lumpsum,42497,36-45,Male
INV000493,SIP,8893,18-25,Male
INV000569,SIP,6281,26-35,Male
INV001499,Redemption,383158,26-35,Male
INV001227,Lumpsum,162305,36-45,Male
INV004044,SIP,25990,46-55,Male
INV004311,Redemption,210855,26-35,Female
INV000153,SIP,8279,26-35,Male
INV004747,SIP,9701,36-45,Male
INV002810,SIP,558,36-45,Male
INV001419,Lumpsum,149255,26-35,Male
INV000312,Lumpsum,95531,18-25,Male
INV003795,SIP,1815,18-25,Male
INV000388,SIP,20516,36-45,Male
INV002568,SIP,1614,26-35,Female
INV001246,SIP,45908,46-55,Male
INV001954,SIP,932,26-35,Male
INV003398,SIP,516,36-45,Male
INV004090,Redemption,138778,36-45,Female
INV004629,SIP,8527,18-25,Female
INV000589,SIP,16160,18-25,Female
INV002840,Lumpsum,530508,26-35,Female
INV004171,Redemption,204246,26-35,Female
INV002509,SIP,580,36-45,Female
INV000054,SIP,2377,46-55,Female
INV000028,Lumpsum,385186,18-25,Female
INV003158,SIP,23820,26-35,Male
INV002702,SIP,5269,36-45,Male
INV000643,Lumpsum,312612,26-35,Female
INV001633,SIP,475,26-35,Male
INV003638,Lumpsum,53539,56+,Male
INV000662,SIP,2089,36-45,Female
INV002527,SIP,944,18-25,Male
INV003517,SIP,6499,26-35,Male
INV002833,SIP,3220,46-55,Female
INV004003,SIP,3057,26-35,Male
INV003655,Lumpsum,229923,36-45,Female
INV000003,SIP,2676,26-35,Female
INV000857,SIP,7192,26-35,Female
INV004583,Lumpsum,107840,26-35,Male
INV002271,Lumpsum,402634,46-55,Female
INV001074,SIP,4897,56+,Female
INV001750,SIP,3355,36-45,Female
INV002115,SIP,891,56+,Female
INV002437,Lumpsum,391317,26-35,Male
INV003203,Lumpsum,267248,26-35,Male
INV002428,Lumpsum,190449,56+,Female
INV002253,Lumpsum,291571,46-55,Male
INV002259,SIP,7203,18-25,Female
INV003509,Lumpsum,159390,36-45,Male
INV001635,SIP,5430,26-35,Male
INV001971,SIP,3089,26-35,Male
INV001280,Redemption,470541,18-25,Male
INV000919,Redemption,484719,46-55,Male
INV000560,SIP,15071,18-25,Male
INV001859,Redemption,319834,36-45,Male
INV001024,Redemption,184995,18-25,Female
INV002413,SIP,10565,26-35,Male
INV002631,SIP,8759,46-55,Female
INV000275,SIP,1755,26-35,Male
INV001110,Lumpsum,366935,26-35,Male
INV004255,SIP,4350,26-35,Female
INV004960,SIP,5629,26-35,Male
INV000753,Lumpsum,280749,46-55,Male
INV000512,SIP,1641,46-55,Male
INV002459,SIP,3579,18-25,Female
INV003124,SIP,1081,36-45,Male
INV001986,SIP,13539,36-45,Female
INV004283,SIP,931,26-35,Male
INV000453,Lumpsum,190860,46-55,Male
INV004364,SIP,3588,36-45,Male
INV002621,Redemption,383284,26-35,Female
INV001507,SIP,2087,26-35,Male
INV003033,Redemption,112318,36-45,Male
INV002819,Redemption,121585,26-35,Male
INV002673,SIP,4152,26-35,Male
INV002956,SIP,910,36-45,Female
INV002378,Lumpsum,65872,26-35,Male
INV001989,SIP,5464,36-45,Female
INV002176,SIP,17886,56+,Male
INV002370,SIP,1107,26-35,Male
INV001169,SIP,6246,36-45,Female
INV000866,Lumpsum,226315,46-55,Male
INV002382,SIP,411,26-35,Male
INV001995,SIP,482,26-35,Male
INV000138,SIP,8681,26-35,Male
INV003314,SIP,6675,36-45,Female
INV000072,SIP,20698,18-25,Female
INV003657,Lumpsum,311487,36-45,Female
INV001627,Lumpsum,377762,26-35,Male
INV000341,Lumpsum,53063,26-35,Male
INV002102,Lumpsum,106468,26-35,Male
INV003717,Lumpsum,186851,26-35,Female
INV001911,SIP,5840,46-55,Male
